,Object1,Object2,Relatedness
545,baseball_bat,floor,-1.0
546,baseball_bat,floor_lamp,-1.0
547,baseball_bat,foot_stool,-1.0
548,baseball_bat,fork,-1.0
549,baseball_bat,fridge,-1.0
550,baseball_bat,garbage_bag,-1.0
551,baseball_bat,hand_towel,-1.0
552,baseball_bat,hand_towel_holder,-1.0
553,baseball_bat,house_plant,-1.0
554,baseball_bat,kettle,-1.0
555,baseball_bat,key_chain,-1.0
556,baseball_bat,knife,-1.0
557,baseball_bat,ladle,-1.0
558,baseball_bat,laptop,-1.0
559,baseball_bat,laundry_hamper,-1.0
560,baseball_bat,lettuce,-1.0
561,baseball_bat,light_switch,-1.0
562,baseball_bat,microwave,-1.0
563,baseball_bat,mirror,-1.0
564,baseball_bat,mug,-1.0
565,baseball_bat,newspaper,-1.0
566,baseball_bat,ottoman,-1.0
567,baseball_bat,painting,-1.0
568,baseball_bat,pan,-1.0
569,baseball_bat,paper_towel_roll,-1.0
570,baseball_bat,pen,-1.0
571,baseball_bat,pencil,-1.0
572,baseball_bat,pepper_shaker,-1.0
573,baseball_bat,pillow,-1.0
574,baseball_bat,plate,-1.0
575,baseball_bat,plunger,-1.0
576,baseball_bat,poster,-1.0
577,baseball_bat,pot,-1.0
578,baseball_bat,potato,-1.0
579,baseball_bat,remote_control,-1.0
580,baseball_bat,room_decor,-1.0
581,baseball_bat,safe,-1.0
582,baseball_bat,salt_shaker,-1.0
583,baseball_bat,scrub_brush,-1.0
584,baseball_bat,shelf,-1.0
585,baseball_bat,shelving_unit,-1.0
586,baseball_bat,shower_curtain,-1.0
587,baseball_bat,shower_door,-1.0
588,baseball_bat,shower_glass,-1.0
589,baseball_bat,shower_head,-1.0
590,baseball_bat,side_table,-1.0
591,baseball_bat,sink,-1.0
592,baseball_bat,sink_basin,-1.0
593,baseball_bat,soap_bar,-1.0
594,baseball_bat,soap_bottle,-1.0
595,baseball_bat,soap_bottle,-1.0
596,baseball_bat,sofa,-1.0
597,baseball_bat,spatula,-1.0
598,baseball_bat,spoon,-1.0
599,baseball_bat,spray_bottle,-1.0
600,baseball_bat,statue,-1.0
601,baseball_bat,stool,-1.0
602,baseball_bat,stove_burner,-1.0
603,baseball_bat,stove_knob,-1.0
604,baseball_bat,table_top_decor,-1.0
605,baseball_bat,target_circle,-1.0
606,baseball_bat,teddy_bear,-1.0
607,baseball_bat,television,-1.0
608,baseball_bat,tennis_racket,-1.0
609,baseball_bat,tissue_box,-1.0
610,baseball_bat,toaster,-1.0
611,baseball_bat,toilet,-1.0
612,baseball_bat,toilet_paper,-1.0
613,baseball_bat,toilet_paper_hanger,-1.0
614,baseball_bat,tomato,-1.0
615,baseball_bat,towel,-1.0
616,baseball_bat,towel_holder,-1.0
617,baseball_bat,tv_stand,-1.0
618,baseball_bat,vacuum_cleaner,-1.0
619,baseball_bat,vase,-1.0
620,baseball_bat,watch,-1.0
621,baseball_bat,watering_can,-1.0
622,baseball_bat,window,-1.0
623,baseball_bat,wine_bottle,-1.0
624,baseball_bat,oven,-1.0
625,baseball_bat,tooth_brush,-1.0
626,baseball_bat,hair_drier,-1.0
627,baseball_bat,keyboard,-1.0
628,baseball_bat,scissors,-1.0
629,baseball_bat,mouse,-1.0
630,basketball_bat,alarm_clock,-0.008
631,basketball_bat,aluminum_foil,0.005
632,basketball_bat,apple,-0.019
633,basketball_bat,arm_chair,0.104
634,basketball_bat,baseball_bat,0.175
635,basketball_bat,basketball_bat,1.0
636,basketball_bat,bathtub,-0.007
637,basketball_bat,bathtub_basin,0.024
638,basketball_bat,bed,0.058
639,basketball_bat,blinds,0.048
640,basketball_bat,book,-0.047
641,basketball_bat,boots,-1.0
642,basketball_bat,bottle,-1.0
643,basketball_bat,bowl,-1.0
644,basketball_bat,box,-1.0
645,basketball_bat,bread,-1.0
646,basketball_bat,butter_knife,-1.0
647,basketball_bat,cabinet,-1.0
648,basketball_bat,cabinet,-1.0
649,basketball_bat,candle,-1.0
650,basketball_bat,cd,-1.0
651,basketball_bat,cell_phone,-1.0
652,basketball_bat,chair,-1.0
653,basketball_bat,cloth,-1.0
654,basketball_bat,coffee_machine,-1.0
655,basketball_bat,coffee_table,-1.0
656,basketball_bat,counter_top,-1.0
657,basketball_bat,credit_card,-1.0
658,basketball_bat,cup,-1.0
659,basketball_bat,curtains,-1.0
660,basketball_bat,desk,-1.0
661,basketball_bat,desk_lamp,-1.0
662,basketball_bat,desktop,-1.0
663,basketball_bat,dining_table,-1.0
664,basketball_bat,dish_sponge,-1.0
665,basketball_bat,dog_bed,-1.0
666,basketball_bat,drawer,-1.0
667,basketball_bat,dresser,-1.0
668,basketball_bat,dumbbell,-1.0
669,basketball_bat,egg,-1.0
670,basketball_bat,faucet,-1.0
671,basketball_bat,floor,-1.0
672,basketball_bat,floor_lamp,-1.0
673,basketball_bat,foot_stool,-1.0
674,basketball_bat,fork,-1.0
675,basketball_bat,fridge,-1.0
676,basketball_bat,garbage_bag,-1.0
677,basketball_bat,hand_towel,-1.0
678,basketball_bat,hand_towel_holder,-1.0
679,basketball_bat,house_plant,-1.0
680,basketball_bat,kettle,-1.0
681,basketball_bat,key_chain,-1.0
682,basketball_bat,knife,-1.0
683,basketball_bat,ladle,-1.0
684,basketball_bat,laptop,-1.0
685,basketball_bat,laundry_hamper,-1.0
686,basketball_bat,lettuce,-1.0
687,basketball_bat,light_switch,-1.0
688,basketball_bat,microwave,-1.0
689,basketball_bat,mirror,-1.0
690,basketball_bat,mug,-1.0
691,basketball_bat,newspaper,-1.0
692,basketball_bat,ottoman,-1.0
693,basketball_bat,painting,-1.0
694,basketball_bat,pan,-1.0
695,basketball_bat,paper_towel_roll,-1.0
696,basketball_bat,pen,-1.0
697,basketball_bat,pencil,-1.0
698,basketball_bat,pepper_shaker,-1.0
699,basketball_bat,pillow,-1.0
700,basketball_bat,plate,-1.0
701,basketball_bat,plunger,-1.0
702,basketball_bat,poster,-1.0
703,basketball_bat,pot,-1.0
704,basketball_bat,potato,-1.0
705,basketball_bat,remote_control,-1.0
706,basketball_bat,room_decor,-1.0
707,basketball_bat,safe,-1.0
708,basketball_bat,salt_shaker,-1.0
709,basketball_bat,scrub_brush,-1.0
710,basketball_bat,shelf,-1.0
711,basketball_bat,shelving_unit,-1.0
712,basketball_bat,shower_curtain,-1.0
713,basketball_bat,shower_door,-1.0
714,basketball_bat,shower_glass,-1.0
715,basketball_bat,shower_head,-1.0
716,basketball_bat,side_table,-1.0
717,basketball_bat,sink,-1.0
718,basketball_bat,sink_basin,-1.0
719,basketball_bat,soap_bar,-1.0
720,basketball_bat,soap_bottle,-1.0
721,basketball_bat,soap_bottle,-1.0
722,basketball_bat,sofa,-1.0
723,basketball_bat,spatula,-1.0
724,basketball_bat,spoon,-1.0
725,basketball_bat,spray_bottle,-1.0
726,basketball_bat,statue,-1.0
727,basketball_bat,stool,-1.0
728,basketball_bat,stove_burner,-1.0
729,basketball_bat,stove_knob,-1.0
730,basketball_bat,table_top_decor,-1.0
731,basketball_bat,target_circle,-1.0
732,basketball_bat,teddy_bear,-1.0
733,basketball_bat,television,-1.0
734,basketball_bat,tennis_racket,-1.0
735,basketball_bat,tissue_box,-1.0
736,basketball_bat,toaster,-1.0
737,basketball_bat,toilet,-1.0
738,basketball_bat,toilet_paper,-1.0
739,basketball_bat,toilet_paper_hanger,-1.0
740,basketball_bat,tomato,-1.0
741,basketball_bat,towel,-1.0
742,basketball_bat,towel_holder,-1.0
743,basketball_bat,tv_stand,-1.0
744,basketball_bat,vacuum_cleaner,-1.0
745,basketball_bat,vase,-1.0
746,basketball_bat,watch,-1.0
747,basketball_bat,watering_can,-1.0
748,basketball_bat,window,-1.0
749,basketball_bat,wine_bottle,-1.0
750,basketball_bat,oven,-1.0
751,basketball_bat,tooth_brush,-1.0
752,basketball_bat,hair_drier,-1.0
753,basketball_bat,keyboard,-1.0
754,basketball_bat,scissors,-1.0
755,basketball_bat,mouse,-1.0
756,bathtub,alarm_clock,0.154
757,bathtub,aluminum_foil,0.046
758,bathtub,apple,-0.026
759,bathtub,arm_chair,-0.01
760,bathtub,baseball_bat,0.018
761,bathtub,basketball_bat,-0.007
762,bathtub,bathtub,1.0
763,bathtub,bathtub_basin,0.201
764,bathtub,bed,0.355
765,bathtub,blinds,0.101
766,bathtub,book,0.039
767,bathtub,boots,-1.0
768,bathtub,bottle,-1.0
769,bathtub,bowl,-1.0
770,bathtub,box,-1.0
771,bathtub,bread,-1.0
772,bathtub,butter_knife,-1.0
773,bathtub,cabinet,-1.0
